ttm,spxclose,r,q,strike
75,1132.99,0.27513599,2.0682249,910
75,1132.99,0.27513599,2.0682249,915
75,1132.99,0.27513599,2.0682249,920
75,1132.99,0.27513599,2.0682249,925
75,1132.99,0.27513599,2.0682249,930
75,1132.99,0.27513599,2.0682249,935
75,1132.99,0.27513599,2.0682249,940
75,1132.99,0.27513599,2.0682249,945
75,1132.99,0.27513599,2.0682249,950
75,1132.99,0.27513599,2.0682249,955
75,1132.99,0.27513599,2.0682249,960
75,1132.99,0.27513599,2.0682249,965
75,1132.99,0.27513599,2.0682249,970
75,1132.99,0.27513599,2.0682249,975
75,1132.99,0.27513599,2.0682249,980
75,1132.99,0.27513599,2.0682249,985
75,1132.99,0.27513599,2.0682249,990
75,1132.99,0.27513599,2.0682249,995
75,1132.99,0.27513599,2.0682249,900
103,1132.99,0.271413,2.0682249,925
103,1132.99,0.271413,2.0682249,950
103,1132.99,0.271413,2.0682249,975
103,1132.99,0.271413,2.0682249,900
166,1132.99,0.33142,2.0682249,925
166,1132.99,0.33142,2.0682249,950
166,1132.99,0.33142,2.0682249,975
166,1132.99,0.33142,2.0682249,900
257,1132.99,0.65697402,2.0682249,925
257,1132.99,0.65697402,2.0682249,950
257,1132.99,0.65697402,2.0682249,975
257,1132.99,0.65697402,2.0682249,900
348,1132.99,0.70500398,2.0682249,925
348,1132.99,0.70500398,2.0682249,930
348,1132.99,0.70500398,2.0682249,935
348,1132.99,0.70500398,2.0682249,940
348,1132.99,0.70500398,2.0682249,945
348,1132.99,0.70500398,2.0682249,950
348,1132.99,0.70500398,2.0682249,975
348,1132.99,0.70500398,2.0682249,900
12,1132.99,0.22141901,2.0682249,905
12,1132.99,0.22141901,2.0682249,910
12,1132.99,0.22141901,2.0682249,915
12,1132.99,0.22141901,2.0682249,920
12,1132.99,0.22141901,2.0682249,925
12,1132.99,0.22141901,2.0682249,930
12,1132.99,0.22141901,2.0682249,935
12,1132.99,0.22141901,2.0682249,940
12,1132.99,0.22141901,2.0682249,945
12,1132.99,0.22141901,2.0682249,950
12,1132.99,0.22141901,2.0682249,955
12,1132.99,0.22141901,2.0682249,960
12,1132.99,0.22141901,2.0682249,965
12,1132.99,0.22141901,2.0682249,970
12,1132.99,0.22141901,2.0682249,975
12,1132.99,0.22141901,2.0682249,980
12,1132.99,0.22141901,2.0682249,985
12,1132.99,0.22141901,2.0682249,990
12,1132.99,0.22141901,2.0682249,995
12,1132.99,0.22141901,2.0682249,900
47,1132.99,0.24898399,2.0682249,905
47,1132.99,0.24898399,2.0682249,910
47,1132.99,0.24898399,2.0682249,915
47,1132.99,0.24898399,2.0682249,920
47,1132.99,0.24898399,2.0682249,925
47,1132.99,0.24898399,2.0682249,930
47,1132.99,0.24898399,2.0682249,935
47,1132.99,0.24898399,2.0682249,940
47,1132.99,0.24898399,2.0682249,945
47,1132.99,0.24898399,2.0682249,950
47,1132.99,0.24898399,2.0682249,955
47,1132.99,0.24898399,2.0682249,960
47,1132.99,0.24898399,2.0682249,965
47,1132.99,0.24898399,2.0682249,970
47,1132.99,0.24898399,2.0682249,975
47,1132.99,0.24898399,2.0682249,980
47,1132.99,0.24898399,2.0682249,985
47,1132.99,0.24898399,2.0682249,990
47,1132.99,0.24898399,2.0682249,995
47,1132.99,0.24898399,2.0682249,900
75,1132.99,0.27513599,2.0682249,905
75,1132.99,0.27513599,2.0682249,910
75,1132.99,0.27513599,2.0682249,915
75,1132.99,0.27513599,2.0682249,920
75,1132.99,0.27513599,2.0682249,925
75,1132.99,0.27513599,2.0682249,930
75,1132.99,0.27513599,2.0682249,935
75,1132.99,0.27513599,2.0682249,940
75,1132.99,0.27513599,2.0682249,945
75,1132.99,0.27513599,2.0682249,950
75,1132.99,0.27513599,2.0682249,955
75,1132.99,0.27513599,2.0682249,960
75,1132.99,0.27513599,2.0682249,965
75,1132.99,0.27513599,2.0682249,970
75,1132.99,0.27513599,2.0682249,975
75,1132.99,0.27513599,2.0682249,980
75,1132.99,0.27513599,2.0682249,985
75,1132.99,0.27513599,2.0682249,990
75,1132.99,0.27513599,2.0682249,995
75,1132.99,0.27513599,2.0682249,900
103,1132.99,0.271413,2.0682249,925
103,1132.99,0.271413,2.0682249,950
103,1132.99,0.271413,2.0682249,975
103,1132.99,0.271413,2.0682249,900
166,1132.99,0.33142,2.0682249,925
166,1132.99,0.33142,2.0682249,950
166,1132.99,0.33142,2.0682249,975
166,1132.99,0.33142,2.0682249,900
257,1132.99,0.65697402,2.0682249,925
257,1132.99,0.65697402,2.0682249,950
257,1132.99,0.65697402,2.0682249,975
257,1132.99,0.65697402,2.0682249,900
348,1132.99,0.70500398,2.0682249,925
348,1132.99,0.70500398,2.0682249,930
348,1132.99,0.70500398,2.0682249,935
348,1132.99,0.70500398,2.0682249,940
348,1132.99,0.70500398,2.0682249,945
348,1132.99,0.70500398,2.0682249,950
348,1132.99,0.70500398,2.0682249,975
348,1132.99,0.70500398,2.0682249,900
1083,1132.99,1.366697,2.0682249,1400
1083,1132.99,1.366697,2.0682249,1150
1083,1132.99,1.366697,2.0682249,1175
1083,1132.99,1.366697,2.0682249,1025
1083,1132.99,1.366697,2.0682249,1075
1083,1132.99,1.366697,2.0682249,1250
1083,1132.99,1.366697,2.0682249,1450
1083,1132.99,1.366697,2.0682249,1350
1083,1132.99,1.366697,2.0682249,1000
1083,1132.99,1.366697,2.0682249,1050
1083,1132.99,1.366697,2.0682249,1100
1083,1132.99,1.366697,2.0682249,1200
1083,1132.99,1.366697,2.0682249,1300
1083,1132.99,1.366697,2.0682249,1125
1083,1132.99,1.366697,2.0682249,1400
1083,1132.99,1.366697,2.0682249,1150
1083,1132.99,1.366697,2.0682249,1175
1083,1132.99,1.366697,2.0682249,1025
1083,1132.99,1.366697,2.0682249,1075
1083,1132.99,1.366697,2.0682249,1250
1083,1132.99,1.366697,2.0682249,1450
1083,1132.99,1.366697,2.0682249,1350
1083,1132.99,1.366697,2.0682249,1000
1083,1132.99,1.366697,2.0682249,1050
1083,1132.99,1.366697,2.0682249,1100
1083,1132.99,1.366697,2.0682249,1200
1083,1132.99,1.366697,2.0682249,1300
1083,1132.99,1.366697,2.0682249,1125
1083,1132.99,1.366697,2.0682249,100
1083,1132.99,1.366697,2.0682249,200
1083,1132.99,1.366697,2.0682249,250
1083,1132.99,1.366697,2.0682249,300
1083,1132.99,1.366697,2.0682249,350
1083,1132.99,1.366697,2.0682249,400
1083,1132.99,1.366697,2.0682249,450
1083,1132.99,1.366697,2.0682249,100
1083,1132.99,1.366697,2.0682249,200
1083,1132.99,1.366697,2.0682249,250
1083,1132.99,1.366697,2.0682249,300
1083,1132.99,1.366697,2.0682249,350
1083,1132.99,1.366697,2.0682249,400
1083,1132.99,1.366697,2.0682249,450
12,1132.99,0.22141901,2.0682249,1500
47,1132.99,0.24898399,2.0682249,1525
47,1132.99,0.24898399,2.0682249,1550
47,1132.99,0.24898399,2.0682249,1500
75,1132.99,0.27513599,2.0682249,1500
103,1132.99,0.271413,2.0682249,1500
166,1132.99,0.33142,2.0682249,1550
166,1132.99,0.33142,2.0682249,1500
257,1132.99,0.65697402,2.0682249,1500
348,1132.99,0.70500398,2.0682249,1550
348,1132.99,0.70500398,2.0682249,1500
12,1132.99,0.22141901,2.0682249,1500
47,1132.99,0.24898399,2.0682249,1525
47,1132.99,0.24898399,2.0682249,1550
47,1132.99,0.24898399,2.0682249,1500
75,1132.99,0.27513599,2.0682249,1500
103,1132.99,0.271413,2.0682249,1500
166,1132.99,0.33142,2.0682249,1550
166,1132.99,0.33142,2.0682249,1500
257,1132.99,0.65697402,2.0682249,1500
348,1132.99,0.70500398,2.0682249,1550
348,1132.99,0.70500398,2.0682249,1500
12,1132.99,0.22141901,2.0682249,1305
12,1132.99,0.22141901,2.0682249,1310
12,1132.99,0.22141901,2.0682249,1320
12,1132.99,0.22141901,2.0682249,1325
12,1132.99,0.22141901,2.0682249,1350
12,1132.99,0.22141901,2.0682249,1375
12,1132.99,0.22141901,2.0682249,1300
47,1132.99,0.24898399,2.0682249,1305
47,1132.99,0.24898399,2.0682249,1310
47,1132.99,0.24898399,2.0682249,1315
47,1132.99,0.24898399,2.0682249,1320
47,1132.99,0.24898399,2.0682249,1325
47,1132.99,0.24898399,2.0682249,1330
47,1132.99,0.24898399,2.0682249,1340
47,1132.99,0.24898399,2.0682249,1350
47,1132.99,0.24898399,2.0682249,1360
47,1132.99,0.24898399,2.0682249,1375
47,1132.99,0.24898399,2.0682249,1380
47,1132.99,0.24898399,2.0682249,1300
75,1132.99,0.27513599,2.0682249,1310
75,1132.99,0.27513599,2.0682249,1320
75,1132.99,0.27513599,2.0682249,1325
75,1132.99,0.27513599,2.0682249,1300
103,1132.99,0.271413,2.0682249,1325
103,1132.99,0.271413,2.0682249,1350
103,1132.99,0.271413,2.0682249,1375
103,1132.99,0.271413,2.0682249,1300
166,1132.99,0.33142,2.0682249,1350
166,1132.99,0.33142,2.0682249,1300
257,1132.99,0.65697402,2.0682249,1325
257,1132.99,0.65697402,2.0682249,1350
257,1132.99,0.65697402,2.0682249,1300
348,1132.99,0.70500398,2.0682249,1325
348,1132.99,0.70500398,2.0682249,1350
348,1132.99,0.70500398,2.0682249,1375
348,1132.99,0.70500398,2.0682249,1300
12,1132.99,0.22141901,2.0682249,1305
12,1132.99,0.22141901,2.0682249,1310
12,1132.99,0.22141901,2.0682249,1320
12,1132.99,0.22141901,2.0682249,1325
12,1132.99,0.22141901,2.0682249,1350
12,1132.99,0.22141901,2.0682249,1375
12,1132.99,0.22141901,2.0682249,1300
47,1132.99,0.24898399,2.0682249,1305
47,1132.99,0.24898399,2.0682249,1310
47,1132.99,0.24898399,2.0682249,1315
47,1132.99,0.24898399,2.0682249,1320
47,1132.99,0.24898399,2.0682249,1325
47,1132.99,0.24898399,2.0682249,1330
47,1132.99,0.24898399,2.0682249,1340
47,1132.99,0.24898399,2.0682249,1350
47,1132.99,0.24898399,2.0682249,1360
47,1132.99,0.24898399,2.0682249,1375
47,1132.99,0.24898399,2.0682249,1380
47,1132.99,0.24898399,2.0682249,1300
75,1132.99,0.27513599,2.0682249,1310
75,1132.99,0.27513599,2.0682249,1320
75,1132.99,0.27513599,2.0682249,1325
75,1132.99,0.27513599,2.0682249,1300
103,1132.99,0.271413,2.0682249,1325
103,1132.99,0.271413,2.0682249,1350
103,1132.99,0.271413,2.0682249,1375
103,1132.99,0.271413,2.0682249,1300
166,1132.99,0.33142,2.0682249,1350
166,1132.99,0.33142,2.0682249,1300
257,1132.99,0.65697402,2.0682249,1325
257,1132.99,0.65697402,2.0682249,1350
257,1132.99,0.65697402,2.0682249,1300
348,1132.99,0.70500398,2.0682249,1325
348,1132.99,0.70500398,2.0682249,1350
348,1132.99,0.70500398,2.0682249,1375
348,1132.99,0.70500398,2.0682249,1300
12,1132.99,0.22141901,2.0682249,1425
12,1132.99,0.22141901,2.0682249,1450
12,1132.99,0.22141901,2.0682249,1475
12,1132.99,0.22141901,2.0682249,1400
47,1132.99,0.24898399,2.0682249,1425
47,1132.99,0.24898399,2.0682249,1450
47,1132.99,0.24898399,2.0682249,1475
47,1132.99,0.24898399,2.0682249,1400
75,1132.99,0.27513599,2.0682249,1400
103,1132.99,0.271413,2.0682249,1425
103,1132.99,0.271413,2.0682249,1450
103,1132.99,0.271413,2.0682249,1475
103,1132.99,0.271413,2.0682249,1400
166,1132.99,0.33142,2.0682249,1450
166,1132.99,0.33142,2.0682249,1400
257,1132.99,0.65697402,2.0682249,1450
257,1132.99,0.65697402,2.0682249,1400
348,1132.99,0.70500398,2.0682249,1425
348,1132.99,0.70500398,2.0682249,1450
348,1132.99,0.70500398,2.0682249,1400
12,1132.99,0.22141901,2.0682249,1425
12,1132.99,0.22141901,2.0682249,1450
12,1132.99,0.22141901,2.0682249,1475
12,1132.99,0.22141901,2.0682249,1400
47,1132.99,0.24898399,2.0682249,1425
47,1132.99,0.24898399,2.0682249,1450
47,1132.99,0.24898399,2.0682249,1475
47,1132.99,0.24898399,2.0682249,1400
75,1132.99,0.27513599,2.0682249,1400
103,1132.99,0.271413,2.0682249,1425
103,1132.99,0.271413,2.0682249,1450
103,1132.99,0.271413,2.0682249,1475
103,1132.99,0.271413,2.0682249,1400
166,1132.99,0.33142,2.0682249,1450
166,1132.99,0.33142,2.0682249,1400
257,1132.99,0.65697402,2.0682249,1450
257,1132.99,0.65697402,2.0682249,1400
348,1132.99,0.70500398,2.0682249,1425
348,1132.99,0.70500398,2.0682249,1450
348,1132.99,0.70500398,2.0682249,1400
12,1132.99,0.22141901,2.0682249,610
12,1132.99,0.22141901,2.0682249,615
12,1132.99,0.22141901,2.0682249,620
12,1132.99,0.22141901,2.0682249,625
12,1132.99,0.22141901,2.0682249,630
12,1132.99,0.22141901,2.0682249,635
12,1132.99,0.22141901,2.0682249,640
12,1132.99,0.22141901,2.0682249,645
12,1132.99,0.22141901,2.0682249,650
12,1132.99,0.22141901,2.0682249,655
12,1132.99,0.22141901,2.0682249,660
12,1132.99,0.22141901,2.0682249,665
12,1132.99,0.22141901,2.0682249,675
12,1132.99,0.22141901,2.0682249,680
12,1132.99,0.22141901,2.0682249,685
12,1132.99,0.22141901,2.0682249,690
12,1132.99,0.22141901,2.0682249,695
12,1132.99,0.22141901,2.0682249,600
47,1132.99,0.24898399,2.0682249,605
47,1132.99,0.24898399,2.0682249,610
47,1132.99,0.24898399,2.0682249,615
47,1132.99,0.24898399,2.0682249,620
47,1132.99,0.24898399,2.0682249,625
47,1132.99,0.24898399,2.0682249,630
47,1132.99,0.24898399,2.0682249,635
47,1132.99,0.24898399,2.0682249,640
47,1132.99,0.24898399,2.0682249,645
47,1132.99,0.24898399,2.0682249,650
47,1132.99,0.24898399,2.0682249,655
47,1132.99,0.24898399,2.0682249,660
47,1132.99,0.24898399,2.0682249,665
47,1132.99,0.24898399,2.0682249,670
47,1132.99,0.24898399,2.0682249,675
47,1132.99,0.24898399,2.0682249,680
47,1132.99,0.24898399,2.0682249,685
47,1132.99,0.24898399,2.0682249,690
47,1132.99,0.24898399,2.0682249,695
47,1132.99,0.24898399,2.0682249,600
75,1132.99,0.27513599,2.0682249,620
75,1132.99,0.27513599,2.0682249,625
75,1132.99,0.27513599,2.0682249,640
75,1132.99,0.27513599,2.0682249,650
75,1132.99,0.27513599,2.0682249,660
75,1132.99,0.27513599,2.0682249,675
75,1132.99,0.27513599,2.0682249,680
75,1132.99,0.27513599,2.0682249,600
103,1132.99,0.271413,2.0682249,625
103,1132.99,0.271413,2.0682249,650
103,1132.99,0.271413,2.0682249,675
103,1132.99,0.271413,2.0682249,600
166,1132.99,0.33142,2.0682249,650
166,1132.99,0.33142,2.0682249,675
166,1132.99,0.33142,2.0682249,600
257,1132.99,0.65697402,2.0682249,650
257,1132.99,0.65697402,2.0682249,675
257,1132.99,0.65697402,2.0682249,600
348,1132.99,0.70500398,2.0682249,650
348,1132.99,0.70500398,2.0682249,675
348,1132.99,0.70500398,2.0682249,600
12,1132.99,0.22141901,2.0682249,610
12,1132.99,0.22141901,2.0682249,615
12,1132.99,0.22141901,2.0682249,620
12,1132.99,0.22141901,2.0682249,625
12,1132.99,0.22141901,2.0682249,630
12,1132.99,0.22141901,2.0682249,635
12,1132.99,0.22141901,2.0682249,640
12,1132.99,0.22141901,2.0682249,645
12,1132.99,0.22141901,2.0682249,650
12,1132.99,0.22141901,2.0682249,655
12,1132.99,0.22141901,2.0682249,660
12,1132.99,0.22141901,2.0682249,665
12,1132.99,0.22141901,2.0682249,675
12,1132.99,0.22141901,2.0682249,680
12,1132.99,0.22141901,2.0682249,685
12,1132.99,0.22141901,2.0682249,690
12,1132.99,0.22141901,2.0682249,695
12,1132.99,0.22141901,2.0682249,600
47,1132.99,0.24898399,2.0682249,605
47,1132.99,0.24898399,2.0682249,610
47,1132.99,0.24898399,2.0682249,615
47,1132.99,0.24898399,2.0682249,620
47,1132.99,0.24898399,2.0682249,625
47,1132.99,0.24898399,2.0682249,630
47,1132.99,0.24898399,2.0682249,635
47,1132.99,0.24898399,2.0682249,640
47,1132.99,0.24898399,2.0682249,645
47,1132.99,0.24898399,2.0682249,650
47,1132.99,0.24898399,2.0682249,655
47,1132.99,0.24898399,2.0682249,660
47,1132.99,0.24898399,2.0682249,665
47,1132.99,0.24898399,2.0682249,670
47,1132.99,0.24898399,2.0682249,675
47,1132.99,0.24898399,2.0682249,680
47,1132.99,0.24898399,2.0682249,685
47,1132.99,0.24898399,2.0682249,690
47,1132.99,0.24898399,2.0682249,695
47,1132.99,0.24898399,2.0682249,600
75,1132.99,0.27513599,2.0682249,620
75,1132.99,0.27513599,2.0682249,625
75,1132.99,0.27513599,2.0682249,640
75,1132.99,0.27513599,2.0682249,650
75,1132.99,0.27513599,2.0682249,660
75,1132.99,0.27513599,2.0682249,675
75,1132.99,0.27513599,2.0682249,680
75,1132.99,0.27513599,2.0682249,600
103,1132.99,0.271413,2.0682249,625
103,1132.99,0.271413,2.0682249,650
103,1132.99,0.271413,2.0682249,675
103,1132.99,0.271413,2.0682249,600
166,1132.99,0.33142,2.0682249,650
166,1132.99,0.33142,2.0682249,675
166,1132.99,0.33142,2.0682249,600
257,1132.99,0.65697402,2.0682249,650
257,1132.99,0.65697402,2.0682249,675
257,1132.99,0.65697402,2.0682249,600
348,1132.99,0.70500398,2.0682249,650
348,1132.99,0.70500398,2.0682249,675
348,1132.99,0.70500398,2.0682249,600
12,1132.99,0.22141901,2.0682249,525
12,1132.99,0.22141901,2.0682249,550
12,1132.99,0.22141901,2.0682249,565
12,1132.99,0.22141901,2.0682249,575
12,1132.99,0.22141901,2.0682249,585
12,1132.99,0.22141901,2.0682249,590
12,1132.99,0.22141901,2.0682249,595
12,1132.99,0.22141901,2.0682249,500
47,1132.99,0.24898399,2.0682249,520
47,1132.99,0.24898399,2.0682249,525
47,1132.99,0.24898399,2.0682249,540
47,1132.99,0.24898399,2.0682249,550
47,1132.99,0.24898399,2.0682249,560
47,1132.99,0.24898399,2.0682249,575
47,1132.99,0.24898399,2.0682249,580
47,1132.99,0.24898399,2.0682249,500
75,1132.99,0.27513599,2.0682249,525
75,1132.99,0.27513599,2.0682249,550
75,1132.99,0.27513599,2.0682249,575
75,1132.99,0.27513599,2.0682249,500
103,1132.99,0.271413,2.0682249,525
103,1132.99,0.271413,2.0682249,550
103,1132.99,0.271413,2.0682249,575
103,1132.99,0.271413,2.0682249,500
166,1132.99,0.33142,2.0682249,550
166,1132.99,0.33142,2.0682249,500
257,1132.99,0.65697402,2.0682249,550
257,1132.99,0.65697402,2.0682249,500
348,1132.99,0.70500398,2.0682249,525
348,1132.99,0.70500398,2.0682249,550
348,1132.99,0.70500398,2.0682249,575
348,1132.99,0.70500398,2.0682249,500
12,1132.99,0.22141901,2.0682249,525
12,1132.99,0.22141901,2.0682249,550
12,1132.99,0.22141901,2.0682249,565
12,1132.99,0.22141901,2.0682249,575
12,1132.99,0.22141901,2.0682249,585
12,1132.99,0.22141901,2.0682249,590
12,1132.99,0.22141901,2.0682249,595
12,1132.99,0.22141901,2.0682249,500
47,1132.99,0.24898399,2.0682249,520
47,1132.99,0.24898399,2.0682249,525
47,1132.99,0.24898399,2.0682249,540
47,1132.99,0.24898399,2.0682249,550
47,1132.99,0.24898399,2.0682249,560
47,1132.99,0.24898399,2.0682249,575
47,1132.99,0.24898399,2.0682249,580
47,1132.99,0.24898399,2.0682249,500
75,1132.99,0.27513599,2.0682249,525
75,1132.99,0.27513599,2.0682249,550
75,1132.99,0.27513599,2.0682249,575
75,1132.99,0.27513599,2.0682249,500
103,1132.99,0.271413,2.0682249,525
103,1132.99,0.271413,2.0682249,550
103,1132.99,0.271413,2.0682249,575
103,1132.99,0.271413,2.0682249,500
166,1132.99,0.33142,2.0682249,550
166,1132.99,0.33142,2.0682249,500
257,1132.99,0.65697402,2.0682249,550
257,1132.99,0.65697402,2.0682249,500
348,1132.99,0.70500398,2.0682249,525
348,1132.99,0.70500398,2.0682249,550
348,1132.99,0.70500398,2.0682249,575
348,1132.99,0.70500398,2.0682249,500
166,1132.99,0.33142,2.0682249,2000
348,1132.99,0.70500398,2.0682249,2500
348,1132.99,0.70500398,2.0682249,2000
348,1132.99,0.70500398,2.0682249,2250
348,1132.99,0.70500398,2.0682249,2100
348,1132.99,0.70500398,2.0682249,2150
166,1132.99,0.33142,2.0682249,2000
348,1132.99,0.70500398,2.0682249,2500
348,1132.99,0.70500398,2.0682249,2000
348,1132.99,0.70500398,2.0682249,2250
348,1132.99,0.70500398,2.0682249,2100
348,1132.99,0.70500398,2.0682249,2150
1083,1132.99,1.366697,2.0682249,2000
1083,1132.99,1.366697,2.0682249,1550
1083,1132.99,1.366697,2.0682249,1700
1083,1132.99,1.366697,2.0682249,1600
1083,1132.99,1.366697,2.0682249,1800
1083,1132.99,1.366697,2.0682249,1900
1083,1132.99,1.366697,2.0682249,1500
1083,1132.99,1.366697,2.0682249,2500
1083,1132.99,1.366697,2.0682249,2250
1083,1132.99,1.366697,2.0682249,2000
1083,1132.99,1.366697,2.0682249,1550
1083,1132.99,1.366697,2.0682249,1700
1083,1132.99,1.366697,2.0682249,1600
1083,1132.99,1.366697,2.0682249,1800
1083,1132.99,1.366697,2.0682249,1900
1083,1132.99,1.366697,2.0682249,1500
1083,1132.99,1.366697,2.0682249,2500
1083,1132.99,1.366697,2.0682249,2250
530,1132.99,0.83949202,2.0682249,100
530,1132.99,0.83949202,2.0682249,200
530,1132.99,0.83949202,2.0682249,225
530,1132.99,0.83949202,2.0682249,250
530,1132.99,0.83949202,2.0682249,275
530,1132.99,0.83949202,2.0682249,300
530,1132.99,0.83949202,2.0682249,325
530,1132.99,0.83949202,2.0682249,350
530,1132.99,0.83949202,2.0682249,375
530,1132.99,0.83949202,2.0682249,400
530,1132.99,0.83949202,2.0682249,425
530,1132.99,0.83949202,2.0682249,450
530,1132.99,0.83949202,2.0682249,475
712,1132.99,1.19844,2.0682249,50
712,1132.99,1.19844,2.0682249,100
712,1132.99,1.19844,2.0682249,150
712,1132.99,1.19844,2.0682249,200
712,1132.99,1.19844,2.0682249,225
712,1132.99,1.19844,2.0682249,250
712,1132.99,1.19844,2.0682249,275
712,1132.99,1.19844,2.0682249,300
712,1132.99,1.19844,2.0682249,325
712,1132.99,1.19844,2.0682249,350
712,1132.99,1.19844,2.0682249,375
712,1132.99,1.19844,2.0682249,400
712,1132.99,1.19844,2.0682249,425
712,1132.99,1.19844,2.0682249,450
712,1132.99,1.19844,2.0682249,475
712,1132.99,1.19844,2.0682249,280
530,1132.99,0.83949202,2.0682249,100
530,1132.99,0.83949202,2.0682249,200
530,1132.99,0.83949202,2.0682249,225
530,1132.99,0.83949202,2.0682249,250
530,1132.99,0.83949202,2.0682249,275
530,1132.99,0.83949202,2.0682249,300
530,1132.99,0.83949202,2.0682249,325
530,1132.99,0.83949202,2.0682249,350
530,1132.99,0.83949202,2.0682249,375
530,1132.99,0.83949202,2.0682249,400
530,1132.99,0.83949202,2.0682249,425
530,1132.99,0.83949202,2.0682249,450
530,1132.99,0.83949202,2.0682249,475
712,1132.99,1.19844,2.0682249,50
712,1132.99,1.19844,2.0682249,100
712,1132.99,1.19844,2.0682249,150
712,1132.99,1.19844,2.0682249,200
712,1132.99,1.19844,2.0682249,225
712,1132.99,1.19844,2.0682249,250
712,1132.99,1.19844,2.0682249,275
712,1132.99,1.19844,2.0682249,300
712,1132.99,1.19844,2.0682249,325
712,1132.99,1.19844,2.0682249,350
712,1132.99,1.19844,2.0682249,375
712,1132.99,1.19844,2.0682249,400
712,1132.99,1.19844,2.0682249,425
712,1132.99,1.19844,2.0682249,450
712,1132.99,1.19844,2.0682249,475
712,1132.99,1.19844,2.0682249,280
530,1132.99,0.83949202,2.0682249,700
530,1132.99,0.83949202,2.0682249,500
530,1132.99,0.83949202,2.0682249,850
530,1132.99,0.83949202,2.0682249,550
530,1132.99,0.83949202,2.0682249,800
530,1132.99,0.83949202,2.0682249,650
530,1132.99,0.83949202,2.0682249,750
530,1132.99,0.83949202,2.0682249,600
530,1132.99,0.83949202,2.0682249,950
530,1132.99,0.83949202,2.0682249,900
530,1132.99,0.83949202,2.0682249,975
530,1132.99,0.83949202,2.0682249,525
712,1132.99,1.19844,2.0682249,700
712,1132.99,1.19844,2.0682249,500
712,1132.99,1.19844,2.0682249,850
712,1132.99,1.19844,2.0682249,550
712,1132.99,1.19844,2.0682249,800
712,1132.99,1.19844,2.0682249,650
712,1132.99,1.19844,2.0682249,750
712,1132.99,1.19844,2.0682249,920
712,1132.99,1.19844,2.0682249,600
712,1132.99,1.19844,2.0682249,950
712,1132.99,1.19844,2.0682249,900
712,1132.99,1.19844,2.0682249,825
712,1132.99,1.19844,2.0682249,975
712,1132.99,1.19844,2.0682249,525
530,1132.99,0.83949202,2.0682249,700
530,1132.99,0.83949202,2.0682249,500
530,1132.99,0.83949202,2.0682249,850
530,1132.99,0.83949202,2.0682249,550
530,1132.99,0.83949202,2.0682249,800
530,1132.99,0.83949202,2.0682249,650
530,1132.99,0.83949202,2.0682249,750
530,1132.99,0.83949202,2.0682249,600
530,1132.99,0.83949202,2.0682249,950
530,1132.99,0.83949202,2.0682249,900
530,1132.99,0.83949202,2.0682249,975
530,1132.99,0.83949202,2.0682249,525
712,1132.99,1.19844,2.0682249,700
712,1132.99,1.19844,2.0682249,500
712,1132.99,1.19844,2.0682249,850
712,1132.99,1.19844,2.0682249,550
712,1132.99,1.19844,2.0682249,800
712,1132.99,1.19844,2.0682249,650
712,1132.99,1.19844,2.0682249,750
712,1132.99,1.19844,2.0682249,920
712,1132.99,1.19844,2.0682249,600
712,1132.99,1.19844,2.0682249,950
712,1132.99,1.19844,2.0682249,900
712,1132.99,1.19844,2.0682249,825
712,1132.99,1.19844,2.0682249,975
712,1132.99,1.19844,2.0682249,525
12,1132.99,0.22141901,2.0682249,1205
12,1132.99,0.22141901,2.0682249,1210
12,1132.99,0.22141901,2.0682249,1215
12,1132.99,0.22141901,2.0682249,1220
12,1132.99,0.22141901,2.0682249,1225
12,1132.99,0.22141901,2.0682249,1230
12,1132.99,0.22141901,2.0682249,1235
12,1132.99,0.22141901,2.0682249,1240
12,1132.99,0.22141901,2.0682249,1245
12,1132.99,0.22141901,2.0682249,1250
12,1132.99,0.22141901,2.0682249,1255
12,1132.99,0.22141901,2.0682249,1260
12,1132.99,0.22141901,2.0682249,1265
12,1132.99,0.22141901,2.0682249,1270
12,1132.99,0.22141901,2.0682249,1275
12,1132.99,0.22141901,2.0682249,1280
12,1132.99,0.22141901,2.0682249,1285
12,1132.99,0.22141901,2.0682249,1290
12,1132.99,0.22141901,2.0682249,1295
12,1132.99,0.22141901,2.0682249,1200
47,1132.99,0.24898399,2.0682249,1205
47,1132.99,0.24898399,2.0682249,1210
47,1132.99,0.24898399,2.0682249,1215
47,1132.99,0.24898399,2.0682249,1220
47,1132.99,0.24898399,2.0682249,1225
47,1132.99,0.24898399,2.0682249,1230
47,1132.99,0.24898399,2.0682249,1235
47,1132.99,0.24898399,2.0682249,1240
47,1132.99,0.24898399,2.0682249,1245
47,1132.99,0.24898399,2.0682249,1250
47,1132.99,0.24898399,2.0682249,1255
47,1132.99,0.24898399,2.0682249,1260
47,1132.99,0.24898399,2.0682249,1265
47,1132.99,0.24898399,2.0682249,1270
47,1132.99,0.24898399,2.0682249,1275
47,1132.99,0.24898399,2.0682249,1280
47,1132.99,0.24898399,2.0682249,1285
47,1132.99,0.24898399,2.0682249,1290
47,1132.99,0.24898399,2.0682249,1295
47,1132.99,0.24898399,2.0682249,1200
75,1132.99,0.27513599,2.0682249,1205
75,1132.99,0.27513599,2.0682249,1210
75,1132.99,0.27513599,2.0682249,1215
75,1132.99,0.27513599,2.0682249,1220
